Modèle,Meilleur Epoch,Val Loss,Val Acc,Val F1
O2 (baseline),1,0.6258697460095087,0.7555555555555555,0.7981651376146789
O2_weighted (linear),1,0.6150901814301809,0.5833333333333334,0.7191011235955056
O2_weighted (power),1,0.6200891385475794,0.6944444444444444,0.7639484978540773
